Time, Polarization
2022-10-20 23:34:11,34.75983451178327
2022-10-20 23:35:11,34.7578836981786
2022-10-20 23:36:11,34.755932884573944
2022-10-20 23:37:11,34.75398207096928
2022-10-20 23:38:11,34.752031257364614
2022-10-20 23:39:11,34.750080443759956
2022-10-20 23:40:11,34.74812963015529
2022-10-20 23:41:11,34.746178816550625
2022-10-20 23:42:11,34.74422800294597
2022-10-20 23:43:11,34.7422771893413
2022-10-20 23:44:11,34.740326375736636
2022-10-20 23:45:11,34.73837556213198
2022-10-20 23:46:11,34.73642474852731
2022-10-20 23:47:11,34.73447393492265
2022-10-20 23:48:11,34.73252312131799
2022-10-20 23:49:11,34.730572307713324
2022-10-20 23:50:11,34.728621494108666
2022-10-20 23:51:11,34.726670680504
2022-10-20 23:52:11,34.724719866899335
2022-10-20 23:53:11,34.72276905329468
2022-10-20 23:54:11,34.72081823969001
2022-10-20 23:55:11,34.718867426085346
2022-10-20 23:56:11,34.71691661248069
2022-10-20 23:57:11,34.71496579887602
2022-10-20 23:58:11,34.71301498527136
2022-10-20 23:59:11,34.7110641716667
2022-10-21 00:00:11,34.709113358062034
2022-10-21 00:01:11,34.70716254445737
2022-10-21 00:02:11,34.70521173085271
2022-10-21 00:03:11,34.703260917248045
2022-10-21 00:04:11,34.70131010364338
2022-10-21 00:05:11,34.69935929003872
2022-10-21 00:06:11,34.697408476434056
2022-10-21 00:07:11,34.69545766282939
2022-10-21 00:08:11,34.69350684922473
2022-10-21 00:09:11,34.69155603562007
2022-10-21 00:10:11,34.6896052220154
2022-10-21 00:11:11,34.687654408410744
2022-10-21 00:12:11,34.68570359480608
2022-10-21 00:13:11,34.68375278120141
2022-10-21 00:14:11,34.681801967596755
2022-10-21 00:15:11,34.67985115399209
2022-10-21 00:16:11,34.677900340387424
2022-10-21 00:17:11,34.675949526782766
2022-10-21 00:18:11,34.6739987131781
2022-10-21 00:19:11,34.67204789957344
2022-10-21 00:20:11,34.67009708596878
2022-10-21 00:21:11,34.66814627236411
2022-10-21 00:22:11,34.666195458759454
2022-10-21 00:23:11,34.66424464515479
2022-10-21 00:24:11,34.66229383155012
2022-10-21 00:25:11,34.660343017945465
2022-10-21 00:26:11,34.6583922043408
2022-10-21 00:27:11,34.656441390736134
2022-10-21 00:28:11,34.654490577131476
2022-10-21 00:29:11,34.65253976352681
2022-10-21 00:30:11,34.650588949922145
2022-10-21 00:31:11,34.64863813631749
2022-10-21 00:32:11,34.64668732271282
2022-10-21 00:33:11,34.64473650910816
2022-10-21 00:34:11,34.6427856955035
2022-10-21 00:35:11,34.64083488189883
2022-10-21 00:36:11,34.63888406829417
2022-10-21 00:37:11,34.63693325468951
2022-10-21 00:38:11,34.634982441084844
2022-10-21 00:39:11,34.63303162748018
2022-10-21 00:40:11,34.63108081387552
2022-10-21 00:41:11,34.629130000270855
2022-10-21 00:42:11,34.62717918666619
2022-10-21 00:43:11,34.62522837306153
2022-10-21 00:44:11,34.62327755945687
2022-10-21 00:45:11,34.62132674585221
2022-10-21 00:46:11,34.61937593224754
2022-10-21 00:47:11,34.61742511864288
2022-10-21 00:48:11,34.61547430503822
2022-10-21 00:49:11,34.613523491433554
2022-10-21 00:50:11,34.61157267782889
2022-10-21 00:51:11,34.60962186422423
2022-10-21 00:52:11,34.607671050619565
2022-10-21 00:53:11,34.6057202370149
2022-10-21 00:54:11,34.60376942341024
2022-10-21 00:55:11,34.601818609805576
2022-10-21 00:56:11,34.59986779620091
2022-10-21 00:57:11,34.59791698259625
2022-10-21 00:58:11,34.59596616899159
2022-10-21 00:59:11,34.59401535538692
2022-10-21 01:00:11,34.592064541782264
2022-10-21 01:01:11,34.5901137281776
2022-10-21 01:02:11,34.58816291457293
2022-10-21 01:03:11,34.586212100968275
2022-10-21 01:04:11,34.58426128736361
2022-10-21 01:05:11,34.582310473758945
2022-10-21 01:06:11,34.580359660154286
2022-10-21 01:07:11,34.57840884654962
